Age,Gender,Education,Marital_Status,Region,State,Farm_Size,Crop_Type,Livestock_Type,Livestock_Number,Irrigation,Crop_Cycles,Technology_Use,Previous_Loans,Loan_Amount,Repayment_Status,Savings_Behavior,Financial_Access,Annual_Income,Extension_Services,Market_Distance,Yield_Per_Season,Input_Usage,Labor,Loan_Repaid,Credit_Score
23,Female,Tertiary,Single,North East,Adamawa,1.96,Millet,None,0,No,1,Yes,No,0,Paid on Time,No,Yes,126219.54,Yes,16.54,103149.87,Some,Both,1,70.11
28,Female,Secondary,Married,South South,Bayelsa,1.12,Rubber,None,0,No,2,No,No,0,Paid on Time,No,No,368034.26,Yes,8.63,184766.13,All,Both,1,66.51
22,Female,Primary,Married,South East,Ebonyi,0.96,Vegetables,Goats,5,No,3,No,No,0,Paid on Time,No,No,430036.58,No,14.66,169768.68,All,Family,1,83.82
26,Female,Primary,Married,North East,Borno,2.21,Maize,Goats,1,No,2,No,Yes,146359,Paid on Time,No,No,496754.07,Yes,4.84,254550.43,Some,Both,1,83.68
25,Male,Secondary,Married,South East,Imo,1.5,Rice,None,0,No,3,No,Yes,86355,Paid on Time,Yes,No,312773.46,Yes,2.99,193921.75,None,Hired,1,64.42
27,Male,Tertiary,Single,South South,Bayelsa,1.72,Rice,Pigs,16,Yes,3,No,Yes,71292,Paid on Time,No,Yes,243273.83,Yes,10.8,115214.04,All,Hired,1,40.41
19,Male,Secondary,Divorced,North West,Sokoto,1.27,Groundnut,Cattle,7,No,2,Yes,Yes,165503,Defaulted,Yes,Yes,394240.93,No,12.55,70466.94,Some,Family,0,32.82
19,Female,Primary,Divorced,South West,Lagos,2.04,Plantain,Pigs,6,No,2,Yes,Yes,315808,Paid on Time,No,Yes,282848.09,Yes,7.89,181067.34,All,Both,1,89.51
27,Female,Secondary,Single,North Central,Niger,0.34,Yam,Cattle,18,No,1,No,No,0,Paid on Time,Yes,Yes,270799.33,No,8.2,181126.57,All,Family,1,54.56
27,Male,Secondary,Single,South South,Edo,2.14,Rubber,None,0,No,3,Yes,Yes,216052,Paid on Time,Yes,Yes,17289.86,Yes,18.63,156092.22,Some,Both,1,87.5
24,Male,Primary,Married,North West,Kebbi,1.57,Rice,Cattle,15,No,1,Yes,No,0,Late,Yes,Yes,220752.96,Yes,13.05,157679.96,Some,Family,0,33.03
29,Male,Tertiary,Divorced,South South,Cross River,3.02,Cocoa,Pigs,12,No,3,No,No,0,Paid on Time,Yes,Yes,259662.03,Yes,14.72,115449.29,All,Family,1,59.7
29,Female,Primary,Divorced,South West,Ekiti,2.79,Maize,Pigs,10,No,1,No,Yes,358697,Paid on Time,No,No,434913.51,No,2.41,174829.21,Some,Hired,1,71.04
21,Male,Tertiary,Single,North West,Sokoto,1.86,Beans,None,0,No,2,Yes,Yes,386279,Paid on Time,No,Yes,247484.15,Yes,6.44,143494.72,Some,Family,1,79.55
19,Male,Secondary,Single,South East,Imo,1.27,Cassava,Pigs,10,No,2,Yes,Yes,343427,Defaulted,Yes,No,160077.17,Yes,1.19,142277.91,None,Family,0,20.27
34,Male,Secondary,Single,North East,Gombe,0.96,Millet,Cattle,8,Yes,3,Yes,Yes,169783,Paid on Time,No,Yes,402243.59,No,8.39,216858.86,All,Both,1,47.91
19,Male,Secondary,Single,North West,Kano,1.96,Millet,Goats,5,Yes,1,No,Yes,90910,Paid on Time,Yes,Yes,265948.8,No,15.47,304671.48,None,Family,1,65.97
27,Female,Tertiary,Divorced,North Central,Benue,1.34,Soybeans,Cattle,15,No,3,Yes,Yes,54889,Late,Yes,Yes,147367.72,No,8.83,223786.63,Some,Family,0,31.21
19,Female,Primary,Married,South West,Ondo,2.1,Plantain,Poultry,4,Yes,1,No,Yes,80105,Defaulted,Yes,Yes,93236.94,Yes,11.56,111892.91,All,Hired,0,37.6
21,Female,Secondary,Married,South West,Ekiti,1.33,Vegetables,Goats,8,No,3,No,No,0,Defaulted,No,No,366284.11,Yes,8.14,126318.01,Some,Family,0,17.34
35,Male,Primary,Single,South South,Delta,2.53,Plantain,None,0,No,1,No,No,0,Paid on Time,Yes,Yes,219447.33,No,4.79,160632.3,Some,Family,1,82.1
23,Male,Secondary,Married,North West,Kebbi,0.61,Rice,Sheep,5,No,2,Yes,No,0,Paid on Time,Yes,Yes,461712.68,No,9.02,177316.59,All,Family,1,78.42
23,Male,Primary,Divorced,South West,Osun,2.33,Maize,Goats,4,No,3,No,No,0,Late,Yes,No,166685.2,Yes,5.91,194889.35,Some,Both,0,23.57
24,Male,Secondary,Divorced,North East,Adamawa,3.64,Sesame,Goats,19,No,1,No,No,0,Paid on Time,No,Yes,156864.52,Yes,7.98,150089.74,All,Hired,1,40.75
26,Male,Secondary,Divorced,South South,Bayelsa,0.94,Vegetables,Pigs,13,No,2,No,No,0,Paid on Time,Yes,Yes,479906.42,Yes,12.9,74741.52,All,Family,1,73.07
35,Male,Secondary,Divorced,South South,Bayelsa,2.8,Rice,None,0,No,2,Yes,No,0,Late,No,Yes,463322.95,Yes,9.39,222934.07,Some,Hired,0,43.06
32,Female,Primary,Divorced,South West,Lagos,1.71,Cocoa,None,0,No,3,No,No,0,Late,No,No,344414.52,No,11.08,113659.05,All,Family,0,55.2
29,Male,Tertiary,Single,South East,Imo,2.11,Rice,None,0,No,2,Yes,Yes,115642,Paid on Time,No,No,220654.03,No,3.15,209741.45,All,Family,1,54.3
35,Female,Secondary,Single,South West,Ogun,1.97,Oil Palm,None,0,No,3,No,No,0,Paid on Time,Yes,Yes,127899.57,No,10.78,130085.85,None,Both,1,49.2
33,Female,Primary,Married,South West,Lagos,2.98,Vegetables,None,0,Yes,2,No,Yes,170179,Late,No,Yes,393087.45,Yes,13.53,142708.52,All,Both,0,18.43
34,Male,Secondary,Single,North West,Jigawa,1.54,Millet,Goats,20,No,3,No,Yes,205183,Paid on Time,Yes,Yes,231840.22,No,12.19,76371.5,Some,Hired,1,84.67
29,Male,Tertiary,Married,North Central,Benue,1.87,Maize,None,0,No,1,No,No,0,Late,No,Yes,350866.98,Yes,3.68,198401.25,All,Family,0,23.49
19,Male,Tertiary,Married,North Central,Kogi,3.15,Yam,Pigs,18,No,3,No,No,0,Paid on Time,Yes,Yes,243283.98,No,24.33,104900.37,Some,Hired,1,75.78
19,Female,Primary,Single,North West,Kano,1.91,Sorghum,Goats,7,Yes,3,Yes,Yes,437758,Paid on Time,Yes,Yes,231127.58,No,12.96,146006.65,Some,Family,1,54.67
24,Male,Secondary,Single,South East,Abia,1.81,Yam,Goats,14,No,1,No,Yes,346784,Paid on Time,Yes,Yes,315966.06,Yes,7.38,270306.12,None,Family,1,58.43
33,Female,Secondary,Married,South South,Edo,1.49,Rice,Goats,4,No,2,No,No,0,Defaulted,No,No,298888.14,No,9.17,151555.03,All,Hired,0,23.95
29,Female,Secondary,Single,South West,Ogun,2.3,Maize,None,0,No,3,Yes,No,0,Late,Yes,No,374244.42,Yes,14.55,76017.77,Some,Family,0,28.39
21,Female,Tertiary,Married,South South,Rivers,3.07,Rubber,Poultry,7,Yes,2,Yes,No,0,Paid on Time,Yes,Yes,-5601.22,Yes,2.78,172242.68,All,Hired,1,74.06
19,Female,Tertiary,Divorced,North West,Sokoto,1.16,Groundnut,Sheep,13,No,2,Yes,Yes,54369,Defaulted,Yes,Yes,263119.18,No,7.43,149836.28,Some,Hired,0,13.15
33,Male,Primary,Single,North West,Zamfara,2.3,Millet,Sheep,17,No,2,Yes,Yes,443238,Paid on Time,Yes,Yes,331238.72,Yes,3.26,128512.88,Some,Family,1,65.6
20,Female,Secondary,Married,South South,Delta,0.63,Vegetables,None,0,No,2,No,No,0,Paid on Time,No,Yes,369267.2,No,11.01,139372.5,All,Hired,1,61.74
26,Male,Primary,Single,South East,Ebonyi,3.11,Vegetables,Goats,18,No,3,No,Yes,138771,Paid on Time,No,Yes,342582.45,No,13.39,183410.66,Some,Both,1,64.01
32,Male,Secondary,Single,South East,Anambra,0.33,Yam,Pigs,7,No,3,No,No,0,Paid on Time,No,Yes,326653.79,Yes,0.94,102465.47,Some,Family,1,65.94
26,Male,Primary,Single,South East,Imo,3.93,Oil Palm,Goats,19,No,3,Yes,No,0,Paid on Time,No,Yes,189674.93,Yes,3.55,134083.3,All,Hired,1,74.0
33,Male,Secondary,Divorced,North West,Sokoto,0.82,Cotton,Poultry,20,No,3,Yes,Yes,371345,Paid on Time,Yes,Yes,377050.1,No,11.13,153058.13,All,Family,1,84.54
22,Male,Secondary,Single,North West,Kano,1.04,Maize,Sheep,6,No,2,No,No,0,Paid on Time,No,Yes,220713.79,Yes,16.69,61991.94,Some,Family,1,88.43
35,Male,Primary,Single,South East,Enugu,2.05,Vegetables,Goats,12,No,3,Yes,No,0,Paid on Time,No,No,122025.7,Yes,4.75,192305.92,All,Family,1,86.76
31,Female,Primary,Married,North East,Adamawa,3.15,Millet,Cattle,2,No,2,Yes,No,0,Defaulted,Yes,Yes,422438.93,No,16.62,176482.15,None,Family,0,12.06
34,Female,Secondary,Single,South East,Imo,0.24,Rice,Goats,20,No,1,Yes,Yes,179473,Paid on Time,Yes,Yes,173101.74,Yes,8.84,150527.29,All,Hired,1,81.05
21,Male,Primary,Single,South East,Imo,2.79,Yam,None,0,Yes,2,No,Yes,112708,Late,No,Yes,361895.92,No,10.5,139302.23,Some,Family,0,45.28
34,Male,Secondary,Married,South South,Rivers,1.41,Cocoa,Pigs,13,No,2,No,No,0,Paid on Time,No,Yes,392270.23,No,7.48,74005.36,All,Both,1,46.33
21,Female,Secondary,Single,South South,Akwa Ibom,2.04,Cocoa,Goats,9,No,1,No,Yes,299975,Late,Yes,Yes,378804.91,No,5.96,137557.61,Some,Both,0,12.88
25,Male,Secondary,Single,South East,Imo,0.7,Vegetables,Poultry,3,No,1,Yes,No,0,Paid on Time,Yes,No,176203.66,Yes,10.27,83686.89,None,Hired,1,79.43
33,Male,Secondary,Single,South West,Oyo,1.73,Vegetables,Poultry,10,No,3,No,No,0,Paid on Time,Yes,Yes,324943.43,No,21.03,153982.48,Some,Family,1,48.59
29,Female,Secondary,Married,North Central,Kogi,3.2,Yam,None,0,No,3,No,Yes,193266,Late,No,Yes,260367.56,Yes,7.47,161993.64,Some,Hired,0,23.74
21,Female,Primary,Single,North Central,Niger,3.25,Cassava,Goats,3,No,1,Yes,No,0,Defaulted,No,No,222075.22,No,6.51,223278.91,Some,Family,0,51.14
23,Female,Primary,Married,South South,Cross River,3.62,Vegetables,Goats,6,No,1,Yes,No,0,Paid on Time,No,Yes,203510.67,Yes,6.58,127797.82,Some,Family,1,61.23
31,Male,Primary,Married,South West,Ekiti,2.33,Plantain,Pigs,5,Yes,3,Yes,No,0,Paid on Time,No,Yes,314779.9,Yes,14.38,145921.76,All,Family,1,87.93
18,Female,Secondary,Single,North West,Kebbi,0.52,Cotton,Goats,19,Yes,1,Yes,Yes,330118,Paid on Time,Yes,Yes,405780.1,No,5.68,206781.03,None,Family,1,71.98
34,Male,Secondary,Married,South South,Delta,4.38,Cocoa,None,0,No,1,No,No,0,Paid on Time,No,Yes,288359.51,Yes,12.29,223389.17,All,Both,1,41.54
25,Female,Primary,Married,South East,Abia,0.16,Oil Palm,Pigs,6,Yes,1,No,No,0,Late,Yes,Yes,221641.49,Yes,15.69,85772.38,Some,Family,0,20.56
24,Male,Secondary,Married,North West,Jigawa,2.05,Sorghum,Sheep,14,No,3,Yes,No,0,Paid on Time,No,Yes,265520.39,No,2.1,104993.26,All,Family,1,62.99
19,Male,Tertiary,Divorced,South South,Delta,2.15,Rubber,None,0,No,3,No,Yes,306356,Paid on Time,Yes,Yes,282874.37,Yes,12.1,134704.28,Some,Hired,1,60.46
23,Male,Secondary,Single,North East,Yobe,1.61,Cowpea,Goats,9,No,2,Yes,No,0,Defaulted,Yes,Yes,315785.35,No,11.87,177935.94,None,Hired,0,47.59
26,Male,Secondary,Married,South South,Bayelsa,1.82,Plantain,None,0,No,3,Yes,No,0,Paid on Time,Yes,Yes,279416.01,No,9.91,115730.74,Some,Hired,1,60.26
22,Female,Tertiary,Married,South South,Akwa Ibom,2.16,Rice,Goats,16,No,3,No,No,0,Paid on Time,No,Yes,332582.19,Yes,11.17,208249.54,All,Both,1,61.61
31,Male,Primary,Married,South West,Lagos,4.12,Cocoa,Poultry,10,Yes,2,Yes,No,0,Paid on Time,No,Yes,167508.4,Yes,12.24,166231.84,Some,Family,1,54.26
26,Female,Primary,Married,South East,Ebonyi,0.22,Yam,None,0,No,1,No,Yes,264838,Defaulted,Yes,Yes,246699.59,Yes,11.1,159042.63,All,Family,0,46.37
21,Male,Primary,Divorced,North East,Gombe,2.19,Maize,Goats,4,No,2,No,Yes,248382,Paid on Time,Yes,No,214881.95,Yes,8.74,169441.71,All,Both,1,58.29
35,Female,Primary,Married,North East,Borno,2.34,Sorghum,None,0,No,3,Yes,Yes,397786,Paid on Time,Yes,No,367575.19,No,2.05,214658.9,All,Hired,1,47.26
22,Male,Secondary,Single,North East,Bauchi,1.76,Maize,Goats,17,No,2,No,No,0,Paid on Time,Yes,Yes,314151.78,No,19.92,187858.84,All,Hired,1,49.13
34,Male,Tertiary,Divorced,South South,Rivers,1.12,Rubber,Poultry,14,Yes,1,No,Yes,283614,Paid on Time,Yes,Yes,384780.1,No,3.14,134718.38,All,Family,1,80.32
30,Male,Secondary,Single,North West,Kebbi,0.01,Groundnut,Sheep,20,No,2,Yes,Yes,291472,Paid on Time,No,Yes,280069.47,No,15.17,123933.19,All,Family,1,73.57
31,Female,Secondary,Single,South South,Akwa Ibom,2.66,Cocoa,Goats,7,No,3,Yes,Yes,355866,Paid on Time,No,Yes,303804.38,No,7.63,165990.58,None,Hired,1,71.77
30,Female,Secondary,Married,South South,Cross River,1.74,Rubber,None,0,Yes,1,No,No,0,Paid on Time,No,No,196792.92,No,7.82,134416.21,All,Family,1,65.33
31,Male,Secondary,Single,North West,Kebbi,3.29,Millet,None,0,No,1,Yes,No,0,Paid on Time,No,No,257520.64,Yes,1.77,150912.62,Some,Hired,1,54.03
22,Female,Primary,Married,South East,Abia,2.55,Cassava,Pigs,11,No,1,No,No,0,Late,Yes,Yes,312936.77,No,9.52,210216.31,None,Both,0,59.51
19,Female,Secondary,Single,South East,Enugu,1.07,Rice,None,0,No,3,Yes,No,0,Paid on Time,Yes,Yes,310156.24,No,3.78,183946.02,None,Family,1,48.76
33,Male,Secondary,Single,North East,Adamawa,2.6,Sesame,Sheep,2,No,2,Yes,Yes,450498,Paid on Time,No,Yes,406689.46,Yes,16.67,135577.89,All,Family,1,43.84
27,Male,Secondary,Single,South East,Imo,2.69,Cassava,Poultry,18,No,1,Yes,Yes,192063,Defaulted,No,Yes,458449.44,Yes,1.74,238305.83,None,Family,0,11.29
27,Male,Secondary,Divorced,South West,Ondo,1.52,Maize,Poultry,13,No,3,No,Yes,268339,Late,Yes,Yes,405225.59,No,8.59,202638.45,None,Hired,0,43.05
22,Male,Secondary,Married,North East,Bauchi,1.74,Sesame,Cattle,13,No,3,No,Yes,166360,Paid on Time,Yes,Yes,275297.69,No,8.27,186325.3,None,Family,1,68.06
25,Female,Primary,Married,North East,Yobe,2.78,Maize,Goats,12,Yes,1,Yes,No,0,Late,No,No,236657.42,No,11.04,195937.69,None,Hired,0,35.3
32,Male,Tertiary,Married,North Central,Plateau,2.49,Yam,Goats,11,No,3,No,No,0,Paid on Time,No,Yes,266314.7,No,9.83,195285.88,Some,Hired,1,47.47
18,Female,Primary,Single,North Central,Nassarawa,2.85,Maize,None,0,No,2,No,No,0,Paid on Time,No,No,364825.27,Yes,0.44,130323.52,Some,Hired,1,48.42
18,Male,Primary,Married,South West,Oyo,3.09,Maize,None,0,No,1,Yes,Yes,180672,Paid on Time,Yes,No,131629.44,Yes,4.07,182202.68,All,Family,1,53.38
29,Male,Primary,Single,North East,Adamawa,-0.43,Maize,Cattle,4,Yes,2,Yes,Yes,176998,Paid on Time,Yes,Yes,382243.23,Yes,3.7,22986.83,None,Family,1,72.33
24,Female,Primary,Single,North West,Zamfara,0.05,Groundnut,Goats,13,No,1,No,No,0,Paid on Time,No,No,268960.32,Yes,7.51,164704.1,None,Hired,1,54.61
33,Female,Primary,Single,North Central,Kwara,3.86,Cassava,Poultry,1,No,1,No,No,0,Paid on Time,No,Yes,122628.09,Yes,13.88,175723.8,All,Family,1,82.56
28,Male,Secondary,Married,North West,Sokoto,1.51,Groundnut,Goats,2,No,2,No,Yes,222648,Paid on Time,Yes,Yes,212036.11,No,9.01,139707.85,All,Hired,1,41.12
28,Male,Secondary,Married,South West,Lagos,2.35,Vegetables,Pigs,20,Yes,1,No,Yes,387358,Paid on Time,No,Yes,284953.01,Yes,14.9,58476.56,All,Family,1,44.3
32,Female,Primary,Single,South East,Anambra,4.04,Vegetables,None,0,No,3,No,No,0,Paid on Time,No,No,435224.41,No,18.82,193154.39,None,Family,1,73.36
29,Male,Primary,Married,South South,Delta,2.29,Rice,Pigs,9,No,1,Yes,No,0,Paid on Time,Yes,Yes,169053.75,No,6.47,185979.97,All,Family,1,47.08
35,Female,Primary,Married,South South,Rivers,1.58,Oil Palm,None,0,No,2,Yes,Yes,396734,Paid on Time,No,No,143958.05,Yes,18.56,117722.41,None,Family,1,59.69
18,Male,Secondary,Single,North Central,Kogi,5.15,Soybeans,Pigs,17,No,2,No,Yes,330621,Paid on Time,Yes,Yes,410560.08,No,6.37,96002.16,None,Family,1,82.61
28,Female,Tertiary,Divorced,North Central,Plateau,2.34,Soybeans,Poultry,17,Yes,3,No,Yes,327941,Paid on Time,Yes,Yes,287160.17,Yes,12.65,165224.61,Some,Family,1,84.08
24,Male,Primary,Married,South South,Delta,0.93,Cocoa,None,0,No,3,No,Yes,343076,Paid on Time,No,No,202221.78,No,7.47,156440.1,Some,Family,1,63.75
35,Male,Primary,Single,North West,Sokoto,2.38,Sorghum,Cattle,11,Yes,2,Yes,No,0,Paid on Time,Yes,Yes,215273.07,No,12.19,112472.64,All,Family,1,65.44
25,Female,Tertiary,Married,North Central,Niger,1.01,Rice,Pigs,16,No,1,No,No,0,Paid on Time,No,Yes,524092.66,No,5.04,169130.0,None,Family,1,81.32
33,Female,Secondary,Single,North East,Gombe,0.19,Sesame,Sheep,1,Yes,3,No,No,0,Late,Yes,No,363705.18,No,4.88,149132.93,Some,Both,0,39.83
18,Male,Tertiary,Single,North Central,Kwara,2.31,Soybeans,Poultry,5,No,2,Yes,Yes,484737,Paid on Time,Yes,No,258569.56,No,10.59,107695.14,All,Family,1,68.89
27,Male,Primary,Single,North East,Borno,2.19,Groundnut,Cattle,10,No,2,Yes,No,0,Late,No,Yes,284288.67,Yes,6.97,148764.07,None,Both,0,30.34
29,Male,Tertiary,Single,South South,Edo,1.09,Vegetables,Goats,19,No,3,Yes,No,0,Paid on Time,Yes,No,332545.27,Yes,11.53,207404.54,All,Hired,1,65.3
27,Male,Secondary,Single,North Central,Kwara,1.82,Rice,Pigs,20,No,3,No,No,0,Paid on Time,Yes,No,212770.02,Yes,19.18,124686.34,All,Hired,1,69.47
22,Male,Secondary,Married,North West,Katsina,2.84,Maize,Poultry,4,No,2,No,Yes,289647,Paid on Time,Yes,Yes,329369.03,Yes,8.59,147496.73,None,Family,1,53.88
22,Male,Secondary,Single,North Central,Niger,1.83,Maize,Poultry,9,No,1,Yes,Yes,56259,Paid on Time,Yes,Yes,144513.53,Yes,12.0,110596.19,All,Both,1,50.77
32,Male,Primary,Single,North East,Borno,1.03,Millet,Sheep,9,No,3,No,No,0,Paid on Time,Yes,Yes,318884.4,Yes,9.46,230283.9,None,Family,1,60.79
33,Male,Secondary,Divorced,South West,Ondo,1.0,Plantain,None,0,No,1,Yes,No,0,Paid on Time,Yes,Yes,297337.9,No,3.69,88523.69,All,Hired,1,82.74
31,Female,Secondary,Single,North West,Jigawa,2.76,Groundnut,Goats,19,No,1,No,No,0,Late,Yes,Yes,344807.83,Yes,12.45,154040.87,All,Family,0,15.97
19,Male,Primary,Single,North East,Adamawa,2.67,Millet,Cattle,13,No,3,No,Yes,129030,Late,Yes,Yes,507353.22,Yes,13.41,150705.42,Some,Both,0,46.21
31,Female,Secondary,Single,North Central,FCT,1.87,Cassava,Pigs,13,No,1,Yes,Yes,368521,Late,Yes,No,88417.94,Yes,9.99,141141.59,All,Hired,0,36.03
34,Male,Primary,Married,South South,Edo,2.41,Oil Palm,None,0,No,2,No,Yes,59879,Paid on Time,No,No,202658.46,No,5.37,238352.98,All,Hired,1,66.42
25,Male,Tertiary,Married,North West,Kebbi,1.31,Cotton,Sheep,13,No,2,No,Yes,464868,Late,No,No,253528.01,Yes,6.99,208429.23,All,Family,0,51.92
27,Male,Tertiary,Single,North East,Bauchi,1.33,Millet,None,0,Yes,2,No,Yes,382187,Late,Yes,No,406518.32,No,3.38,266010.91,All,Family,0,30.92
25,Female,Secondary,Married,South East,Anambra,0.99,Cassava,Pigs,18,No,2,No,No,0,Paid on Time,No,Yes,147025.1,No,12.63,33485.73,Some,Family,1,52.61
31,Male,Tertiary,Married,South East,Enugu,1.37,Rice,Pigs,19,Yes,3,Yes,Yes,65154,Late,No,Yes,289960.6,No,6.91,210112.45,Some,Both,0,13.85
34,Female,Secondary,Divorced,South West,Lagos,0.55,Cassava,Goats,14,Yes,3,No,No,0,Paid on Time,Yes,Yes,121473.5,No,6.52,147151.72,None,Family,1,72.67
33,Male,Tertiary,Married,North Central,Benue,1.94,Maize,Poultry,5,No,1,Yes,No,0,Paid on Time,Yes,Yes,292879.63,No,16.65,66220.98,None,Family,1,74.48
33,Male,Primary,Married,North West,Sokoto,2.06,Beans,None,0,No,2,No,No,0,Paid on Time,Yes,No,188344.85,Yes,11.22,213760.29,All,Family,1,64.83
21,Male,Tertiary,Married,South South,Bayelsa,1.93,Cassava,Poultry,18,No,1,Yes,No,0,Late,Yes,Yes,376642.67,Yes,7.69,134647.58,Some,Both,0,46.84
18,Male,Secondary,Married,North Central,Plateau,3.94,Rice,Poultry,1,Yes,1,No,No,0,Paid on Time,No,No,309237.91,No,10.1,180304.26,None,Both,1,47.56
25,Female,Primary,Single,North East,Borno,1.63,Groundnut,Sheep,19,Yes,1,No,No,0,Late,No,No,191096.42,No,1.72,243213.52,Some,Both,0,10.28
24,Male,Secondary,Married,North Central,Niger,2.2,Rice,Goats,14,No,1,Yes,Yes,60663,Paid on Time,No,No,250346.52,Yes,7.76,129694.48,All,Hired,1,57.14
33,Male,Tertiary,Married,South East,Abia,3.41,Oil Palm,Pigs,20,No,1,Yes,Yes,154493,Paid on Time,No,Yes,269028.92,No,12.49,185189.06,None,Hired,1,44.67
25,Female,Secondary,Single,North West,Kebbi,-0.21,Maize,Sheep,8,No,3,No,Yes,332570,Defaulted,Yes,No,342612.93,No,11.9,227283.69,All,Hired,0,49.61
19,Female,Tertiary,Married,South West,Ogun,2.05,Plantain,Goats,1,No,3,Yes,No,0,Paid on Time,Yes,Yes,283018.0,No,6.6,128831.97,All,Hired,1,40.3
24,Male,Tertiary,Divorced,South East,Enugu,1.93,Yam,Goats,4,No,3,No,Yes,136796,Paid on Time,Yes,Yes,355469.93,Yes,6.38,168330.31,All,Both,1,44.8
24,Female,Tertiary,Married,South South,Akwa Ibom,1.69,Oil Palm,Poultry,10,No,1,No,Yes,266451,Defaulted,No,No,278634.88,No,11.69,167896.38,All,Family,0,15.12
27,Male,Secondary,Married,South South,Rivers,2.49,Vegetables,Poultry,13,No,3,Yes,Yes,174541,Late,Yes,No,552838.03,No,8.86,171339.71,All,Family,0,56.23
26,Male,Primary,Married,South West,Ekiti,2.88,Oil Palm,Pigs,7,No,1,Yes,No,0,Paid on Time,Yes,Yes,351655.7,Yes,14.4,159851.92,None,Hired,1,61.11
27,Male,Secondary,Married,South East,Anambra,3.05,Rice,Goats,17,No,2,Yes,No,0,Paid on Time,Yes,Yes,260763.62,Yes,5.14,153978.98,All,Hired,1,53.78
22,Male,Primary,Single,North Central,Kwara,2.9,Maize,None,0,No,2,No,Yes,334839,Late,Yes,No,349082.35,Yes,6.87,161496.22,All,Hired,0,56.4
27,Female,Secondary,Divorced,South West,Ekiti,1.9,Cocoa,Poultry,15,No,2,No,Yes,53051,Paid on Time,Yes,No,325893.04,No,16.08,99371.28,Some,Both,1,61.97
31,Female,Secondary,Single,South South,Rivers,2.02,Plantain,Goats,3,No,1,No,Yes,280314,Paid on Time,Yes,No,103682.71,No,7.0,121151.78,Some,Family,1,62.66
31,Male,Secondary,Divorced,South East,Anambra,1.57,Cassava,Goats,3,Yes,2,No,No,0,Late,Yes,Yes,339245.6,Yes,3.02,168181.66,All,Family,0,19.48
35,Female,Secondary,Married,South South,Edo,2.24,Cassava,Pigs,17,Yes,2,Yes,No,0,Paid on Time,No,Yes,307100.96,No,19.24,209526.48,All,Family,1,43.72
18,Male,Secondary,Married,North Central,Benue,1.08,Maize,Pigs,19,Yes,3,No,No,0,Paid on Time,Yes,No,218061.32,Yes,5.85,133680.62,All,Family,1,61.56
19,Female,Primary,Single,South West,Ondo,1.98,Oil Palm,Pigs,15,No,3,No,No,0,Paid on Time,Yes,No,298271.99,Yes,14.44,122479.3,All,Family,1,65.9
28,Female,Secondary,Single,South South,Akwa Ibom,0.53,Oil Palm,Pigs,20,Yes,1,Yes,Yes,172304,Late,No,Yes,373395.05,No,12.35,155169.1,Some,Family,0,32.66
25,Male,Primary,Single,South East,Imo,0.87,Vegetables,Pigs,17,No,3,Yes,Yes,125276,Paid on Time,No,No,296061.87,No,12.93,143629.14,All,Both,1,58.84
22,Male,Primary,Single,North West,Kebbi,1.78,Millet,None,0,No,1,No,No,0,Paid on Time,No,Yes,239779.46,Yes,12.85,133791.16,Some,Family,1,43.63
18,Female,Secondary,Married,South South,Rivers,3.98,Rubber,Goats,19,Yes,1,Yes,No,0,Late,No,No,159388.38,Yes,3.42,150520.53,Some,Both,0,53.61
26,Male,Secondary,Single,North Central,Benue,2.18,Sesame,Cattle,13,No,3,No,No,0,Paid on Time,Yes,Yes,540158.37,No,5.15,125234.3,Some,Family,1,56.81
33,Male,Primary,Married,North Central,FCT,2.73,Soybeans,Cattle,17,No,1,Yes,No,0,Defaulted,No,No,153777.1,Yes,9.19,138997.32,None,Hired,0,48.93
24,Male,Primary,Married,North Central,Nassarawa,2.73,Sesame,None,0,No,3,No,No,0,Paid on Time,No,Yes,118185.64,No,7.97,144325.73,All,Hired,1,45.96
28,Male,Tertiary,Married,North East,Borno,2.56,Groundnut,Goats,9,No,2,No,Yes,304585,Paid on Time,Yes,No,314732.25,No,7.67,138436.29,All,Family,1,71.24
27,Male,Tertiary,Single,North Central,Kogi,1.17,Rice,Pigs,10,No,3,No,Yes,207213,Paid on Time,No,Yes,320390.54,No,13.87,224319.8,Some,Family,1,58.75
32,Male,Secondary,Single,North West,Zamfara,1.85,Maize,Goats,16,No,3,No,Yes,122102,Paid on Time,No,No,272405.17,No,6.25,135022.53,All,Hired,1,50.0
22,Female,Tertiary,Married,North East,Borno,2.19,Cowpea,Sheep,13,Yes,1,Yes,Yes,170424,Paid on Time,No,Yes,244232.3,Yes,2.7,159397.09,None,Hired,1,63.86
28,Male,Secondary,Single,South East,Imo,0.92,Cassava,None,0,No,1,Yes,No,0,Defaulted,No,No,333658.3,No,14.78,223982.13,All,Hired,0,14.58
23,Male,Secondary,Single,North Central,Niger,2.08,Yam,Poultry,15,No,1,No,No,0,Paid on Time,No,No,307233.9,Yes,4.45,166162.36,Some,Family,1,77.19
18,Male,Secondary,Single,South West,Oyo,2.31,Cassava,Poultry,3,No,3,No,No,0,Late,Yes,No,171283.39,Yes,17.14,168570.05,All,Both,0,31.72
18,Male,Secondary,Married,North East,Bauchi,2.39,Millet,Cattle,6,Yes,1,No,No,0,Paid on Time,No,Yes,392016.61,Yes,7.18,114902.14,None,Hired,1,85.66
